,Unnamed: 0,Unnamed: 0.1,id,country.name,country.id,topics,income,CLIP score
131,131,37828,5ed5c0f4b3236128b19eab57,France,fr,"Visit,Music Equipment",7110.0,0.26527336
132,132,37829,5ed5c0f4b323617ea39eab54,France,fr,"Visit,Meat or fish",7110.0,0.30743355
133,133,37831,5ed5c0f4b32361cec19eab52,France,fr,"Visit,Living room",7110.0,0.3654649
134,134,37832,5ed5c0f4b32361e1819eab59,France,fr,"Visit,Nicest shoes",7110.0,0.31385645
135,135,37833,5ed5c0f4b32361f8449eab56,France,fr,"Visit,Menstruation pads / tampax",7110.0,0.4270618
136,136,37834,5ed5d0d5b3236115f99eab6b,France,fr,"Visit,Earings",7110.0,0.40757257
137,137,37835,5ed5d0d5b323611f9b9eab67,France,fr,"Visit,Paper",7110.0,0.3089675
138,138,37836,5ed5d0d5b3236127f59eab65,France,fr,"Visit,Oven",7110.0,0.331958
139,139,37837,5ed5d0d5b3236174269eab6c,France,fr,"Visit,Pen/pencils",7110.0,0.3996861
140,140,37838,5ed5d0d5b3236185879eab66,France,fr,"Visit,Alcoholic drinks",7110.0,0.38819075
141,141,37839,5ed5d0d5b32361ab159eab68,France,fr,"Visit,Wall clock",7110.0,0.3932072
142,142,37840,5ed5d0d5b32361c33b9eab69,France,fr,"Visit,Computer",7110.0,0.28039109999999995
143,143,37841,5ed6c62ab3236122f49eb39a,France,fr,"Visit,Plate of food",7110.0,0.33401728
144,144,37843,5ed6c62ab32361730f9eb39b,France,fr,"Visit,Plates",7110.0,0.34110153
145,145,37844,5ed6c62ab32361a93e9eb39c,France,fr,"Visit,Lightsources by bed, reading light",7110.0,0.4029767
146,146,37845,5ed6d108b3236103689eb3c7,France,fr,"Visit,Rug",7110.0,0.40928414
147,147,37846,5ed6d108b323613f9e9eb3c5,France,fr,"Visit,Refrigerator",7110.0,0.40277538
148,148,37848,5ed6d108b323617a2d9eb3c1,France,fr,"Visit,Switch on/off",7110.0,0.38326612
149,149,37849,5ed6d108b3236181da9eb3be,France,fr,"Visit,Source of cool",7110.0,0.2696828
150,150,37850,5ed6d108b32361ac569eb3c0,France,fr,"Visit,Power outlet",7110.0,0.4426547000000001
151,151,37851,5ed6d108b32361bd639eb3c2,France,fr,"Visit,Phone",7110.0,0.3556751
152,152,37852,5ed6d108b32361ceaf9eb3c4,France,fr,"Visit,Family snapshots",7110.0,0.28601667
153,153,37853,5ed6d108b32361dc379eb3c6,France,fr,"Visit,Roof",7110.0,0.3608681
154,154,37854,5ed6d108b32361e5489eb3bf,France,fr,"Visit,Source of heat",7110.0,0.31026942
155,155,37855,5ed6d108b32361f77a9eb3bc,France,fr,"Visit,Necklaces",7110.0,0.37785053
156,156,37856,5ed6dd28b32361c0389eb3e7,France,fr,"Visit,Light sources",7110.0,0.30110884
157,157,37857,5ed6dd80b3236101f09eb3f2,France,fr,"Visit,Soap for hands and body",7110.0,0.37841022
158,158,37858,5ed6dd80b323610eea9eb3ee,France,fr,"Visit,Shower",7110.0,0.39029986
159,159,37859,5ed6dd80b323612bc89eb3f0,France,fr,"Visit,Sitting area",7110.0,0.3410762
160,160,37860,5ed6dd80b323612ee89eb3ed,France,fr,"Visit,Everyday shoes",7110.0,0.31830040000000004
161,161,37861,5ed6dd80b3236154c49eb3f1,France,fr,"Visit,Smoke and steam exit",7110.0,0.26661685
162,162,37862,5ed6dd80b323615f709eb3ec,France,fr,"Visit,Shaving",7110.0,0.3664468
163,163,37863,5ed6dd80b323616d9b9eb3f4,France,fr,"Visit,Couch, sofa",7110.0,0.37490147
164,164,37864,5ed6dd80b323617e009eb3ef,France,fr,"Visit,Kitchen sink",7110.0,0.38919023
165,165,37865,5ed6dd80b3236180ea9eb3ea,France,fr,"Visit,Salt",7110.0,0.3609746
166,166,37866,5ed6dd80b32361829c9eb3f3,France,fr,"Visit,Social drink",7110.0,0.19387558
167,167,37867,5ed6dd80b32361af179eb3eb,France,fr,"Visit,Shampoo",7110.0,0.37541217
168,168,37868,5ed6dd80b32361e05c9eb3f5,France,fr,"Visit,Spices",7110.0,0.359725
169,169,37869,5ed6e39bb3236131bb9eb418,France,fr,"Visit,Get water",7110.0,0.28929782
170,170,37870,5ed6e46cb3236101d59eb41f,France,fr,"Visit,Table with food",7110.0,0.3563785
171,171,37871,5ed6e46cb32361295c9eb425,France,fr,"Visit,Toothbrush",7110.0,0.4356818
172,172,37872,5ed6e46cb323613afe9eb423,France,fr,"Visit,Bathroom Privacy",7110.0,0.37679642
173,173,37873,5ed6e46cb3236163cf9eb420,France,fr,"Visit,Teeth",7110.0,0.38715923
174,174,37874,5ed6e46cb323616c109eb426,France,fr,"Visit,Tooth paste",7110.0,0.408665
175,175,37875,5ed6e46cb323617f969eb41b,France,fr,"Visit,Stove/hob",7110.0,0.38277674
176,176,37876,5ed6e46cb323618cdb9eb422,France,fr,"Visit,Toilet paper",7110.0,0.413633
177,177,37877,5ed6e46cb32361925b9eb41e,France,fr,"Visit,Place where eating dinner,Visit,Place where serving guests",7110.0,0.30880886
178,178,37878,5ed6e46cb32361a4789eb424,France,fr,"Visit,Tools",7110.0,0.36606097
179,179,37879,5ed6e46cb32361c9f39eb421,France,fr,"Visit,Toilet",7110.0,0.42370415
180,180,37880,5ed6e46cb32361ce9c9eb41c,France,fr,"Visit,Street view",7110.0,0.33332464
181,181,37881,5ed6e46cb32361d1c49eb41d,France,fr,"Visit,Street detail",7110.0,0.37739336
182,182,37882,5ed6e76ab323614aec9eb445,France,fr,"Visit,Bathroom/Toilet",7110.0,0.389682
183,183,37883,5ed6eb15b323610e649eb449,France,fr,"Visit,Vegetables",7110.0,0.34980690000000003
184,184,37884,5ed6eb15b323611c359eb448,France,fr,"Visit,TV",7110.0,0.35583538
185,185,37885,5ed6eb15b323611e5f9eb44b,France,fr,"Visit,Wall decoration",7110.0,0.35856187
186,186,37886,5ed6eb15b3236122669eb44e,France,fr,"Visit,Waste dumps",7110.0,0.2903348
187,187,37887,5ed6eb15b323613dcf9eb44d,France,fr,"Visit,Trash/Waste",7110.0,0.3167479
188,188,37888,5ed6eb15b32361adc79eb44a,France,fr,"Visit,Wall inside",7110.0,0.3789932
189,189,37889,5ed6eb15b32361d1719eb44c,France,fr,"Visit,Wardrobe",7110.0,0.32036993
190,190,37890,5ed7c2afb323615d429eb573,France,fr,"Visit,Books",7110.0,0.3638001
191,191,37891,5ed7c35db323614a429eb577,France,fr,"Visit,Bed",7110.0,0.41649455
192,192,37892,5ed7c906b32361214e9eb57e,France,fr,"Visit,Bedroom",7110.0,0.3683594
193,193,37893,5ed7c911b323610c2c9eb581,France,fr,"Visit,Cleaning equipment",7110.0,0.37709585
194,194,37894,5ed7c9b3b323616e5f9eb585,France,fr,"Visit,Armchair",7110.0,0.29741982
195,195,37895,5ed80566b32361c2599eb5a3,France,fr,Family,7110.0,0.2621098
196,196,37896,5ed80a07b3236109329eb5ad,France,fr,Home,7110.0,0.27567129999999995
197,197,37897,5ed80bfbb32361a03e9eb5b3,France,fr,"Visit,Frontdoor keys",7110.0,0.4040835
198,198,37899,5d4be974cf0b3a0f3f348a70,Jordan,jo,Parking lot,7433.1552459999975,0.31472135
199,199,37900,5d4be974cf0b3a0f3f348a72,Jordan,jo,Backyard,7433.1552459999975,0.32944090000000004
200,200,37901,5d4be974cf0b3a0f3f348a74,Jordan,jo,Photo guide images,7433.1552459999975,0.2930955
201,201,37902,5d4be974cf0b3a0f3f348a76,Jordan,jo,Books,7433.1552459999975,0.33935395
202,202,37903,5d4be975cf0b3a0f3f348a78,Jordan,jo,Wall decoration,7433.1552459999975,0.35029823
203,203,37904,5d4be975cf0b3a0f3f348a7a,Jordan,jo,"Couch, sofa",7433.1552459999975,0.3555027
204,204,37905,5d4be975cf0b3a0f3f348a7c,Jordan,jo,Armchair,7433.1552459999975,0.35390186
205,205,37906,5d4be975cf0b3a0f3f348a84,Jordan,jo,Light source in livingroom,7433.1552459999975,0.43717772
206,206,37907,5d4be975cf0b3a0f3f348a88,Jordan,jo,Living room,7433.1552459999975,0.33382663
207,207,37908,5d4be975cf0b3a0f3f348a8c,Jordan,jo,Guest bed,7433.1552459999975,0.35291415
208,208,37909,5d4be975cf0b3a0f3f348a8e,Jordan,jo,Bed kids,7433.1552459999975,0.3579276
209,209,37910,5d4be975cf0b3a0f3f348a92,Jordan,jo,Bed,7433.1552459999975,0.40192077
210,210,37911,5d4be975cf0b3a0f3f348a94,Jordan,jo,Bedroom,7433.1552459999975,0.35759276
211,211,37912,5d4be976cf0b3a0f3f348a96,Jordan,jo,Family,7433.1552459999975,0.26914957
212,212,37913,5d4be976cf0b3a0f3f348a98,Jordan,jo,Hand palm,7433.1552459999975,0.48955297
213,213,37914,5d4be976cf0b3a0f3f348a9a,Jordan,jo,Arm watch,7433.1552459999975,0.3439679
214,214,37915,5d4be976cf0b3a0f3f348a9c,Jordan,jo,Glasses or lenses,7433.1552459999975,0.36489302
215,215,37916,5d4be976cf0b3a0f3f348aa0,Jordan,jo,Source of cool,7433.1552459999975,0.32348555
216,216,37917,5d4be976cf0b3a0f3f348aa2,Jordan,jo,Wall,7433.1552459999975,0.3529496
217,217,37918,5d4be976cf0b3a0f3f348aa4,Jordan,jo,Source of heat,7433.1552459999975,0.2583086
218,218,37919,5d4be976cf0b3a0f3f348ab0,Jordan,jo,Lock on front door,7433.1552459999975,0.43610442
219,219,37920,5d4be977cf0b3a0f3f348ab8,Jordan,jo,Front door,7433.1552459999975,0.3685956
220,220,37921,5d4be977cf0b3a0f3f348aba,Jordan,jo,Power outlet,7433.1552459999975,0.43502116
221,221,37922,5d4be977cf0b3a0f3f348ac0,Jordan,jo,Switch on/off,7433.1552459999975,0.4294019
222,222,37923,5d4be977cf0b3a0f3f348ac8,Jordan,jo,Roof,7433.1552459999975,0.30669764
223,223,37924,5d4be978cf0b3a0f3f348ad0,Jordan,jo,Car,7433.1552459999975,0.33390296
224,224,37925,5d4be978cf0b3a0f3f348ad2,Jordan,jo,Tools,7433.1552459999975,0.39348882
225,225,37926,5d4be978cf0b3a0f3f348ada,Jordan,jo,Phone,7433.1552459999975,0.36413312
226,226,37927,5d4be978cf0b3a0f3f348ae2,Jordan,jo,Paper,7433.1552459999975,0.38355172
227,227,37928,5d4be978cf0b3a0f3f348ae8,Jordan,jo,Home,7433.1552459999975,0.25430995
228,228,37929,5d4be978cf0b3a0f3f348aea,Jordan,jo,Computer,7433.1552459999975,0.3693121
229,229,37930,5d4be979cf0b3a0f3f348af8,Jordan,jo,Street view,7433.1552459999975,0.31937283
230,230,37931,5d4be97acf0b3a0f3f348b22,Jordan,jo,Sitting area,7433.1552459999975,0.2835033
231,231,37932,5d4be97bcf0b3a0f3f348b34,Jordan,jo,Teeth,7433.1552459999975,0.3782941
232,232,37933,5d4be97bcf0b3a0f3f348b3e,Jordan,jo,Hand back,7433.1552459999975,0.43035614
233,233,37934,5d4be97ecf0b3a0f3f348b82,Jordan,jo,Children room,7433.1552459999975,0.40372595
234,234,37936,5d4be97ecf0b3a0f3f348b9a,Jordan,jo,Light sources,7433.1552459999975,0.3496324
235,235,37937,5d4be97fcf0b3a0f3f348ba0,Jordan,jo,Ceiling,7433.1552459999975,0.41004294
236,236,37938,5d4be97fcf0b3a0f3f348baa,Jordan,jo,Floor,7433.1552459999975,0.3460803
237,237,37939,5d4be97fcf0b3a0f3f348bba,Jordan,jo,Rug,7433.1552459999975,0.37709218
238,238,37940,5d4be980cf0b3a0f3f348bd0,Jordan,jo,Radio,7433.1552459999975,0.3517953
239,239,37941,5d4be982cf0b3a0f3f348c06,Jordan,jo,TV,7433.1552459999975,0.40006334
240,240,37942,5d4be984cf0b3a0f3f348c38,Jordan,jo,Trash/Waste,7433.1552459999975,0.31356078
241,241,37943,5d4be984cf0b3a0f3f348c40,Jordan,jo,Cleaning equipment,7433.1552459999975,0.3543445
242,242,37944,5d4be984cf0b3a0f3f348c50,Jordan,jo,Nicest shoes,7433.1552459999975,0.33668905
243,243,37945,5d4be985cf0b3a0f3f348c5a,Jordan,jo,Everyday shoes,7433.1552459999975,0.4060818
244,244,37946,5d4be985cf0b3a0f3f348c5e,Jordan,jo,Wardrobe,7433.1552459999975,0.44803205
245,245,37947,5d4be986cf0b3a0f3f348c78,Jordan,jo,Washing detergent,7433.1552459999975,0.3930166
246,246,37948,5d4be986cf0b3a0f3f348c82,Jordan,jo,Drying,7433.1552459999975,0.36887607
247,247,37949,5d4be986cf0b3a0f3f348c8c,Jordan,jo,Bathroom Privacy,7433.1552459999975,0.3303615
248,248,37950,5d4be987cf0b3a0f3f348c92,Jordan,jo,Toilet paper,7433.1552459999975,0.32331634
249,249,37951,5d4be987cf0b3a0f3f348ca4,Jordan,jo,Bathroom/Toilet,7433.1552459999975,0.39032692
250,250,37952,5d4be988cf0b3a0f3f348cc8,Jordan,jo,Toothbrush,7433.1552459999975,0.39474756
251,251,37953,5d4be989cf0b3a0f3f348cce,Jordan,jo,Hair brush/comb,7433.1552459999975,0.4010535
252,252,37954,5d4be989cf0b3a0f3f348cd6,Jordan,jo,Washing clothes/cleaning,7433.1552459999975,0.40304214
253,253,37955,5d4be989cf0b3a0f3f348ce4,Jordan,jo,Diapers (or baby-pants),7433.1552459999975,0.42120805
254,254,37956,5d4be98acf0b3a0f3f348cec,Jordan,jo,Make up,7433.1552459999975,0.3637291
255,255,37957,5d4be98acf0b3a0f3f348cf4,Jordan,jo,Jewelry,7433.1552459999975,0.31869780000000003
256,256,37958,5d4be98acf0b3a0f3f348d02,Jordan,jo,Medication,7433.1552459999975,0.38783985
257,257,37959,5d4be98bcf0b3a0f3f348d12,Jordan,jo,Soap for hands and body,7433.1552459999975,0.34424412
258,258,37960,5d4be98bcf0b3a0f3f348d14,Jordan,jo,Tooth paste,7433.1552459999975,0.3906309
259,259,37961,5d4be98bcf0b3a0f3f348d1a,Jordan,jo,"Water outlet, drainage",7433.1552459999975,0.36827278
260,260,37962,5d4be98bcf0b3a0f3f348d20,Jordan,jo,Hand washing,7433.1552459999975,0.3479697
261,261,37963,5d4be98ccf0b3a0f3f348d28,Jordan,jo,Shampoo,7433.1552459999975,0.3733739
262,262,37964,5d4be98ccf0b3a0f3f348d30,Jordan,jo,Shower,7433.1552459999975,0.38623697
263,263,37965,5d4be98ecf0b3a0f3f348d6e,Jordan,jo,Dish racks,7433.1552459999975,0.40644193
264,264,37966,5d4be98ecf0b3a0f3f348d74,Jordan,jo,Dish washing brush/cloth,7433.1552459999975,0.36596015
265,265,37967,5d4be98ecf0b3a0f3f348d7c,Jordan,jo,Dish washing soap,7433.1552459999975,0.4297199
266,266,37968,5d4be98fcf0b3a0f3f348d82,Jordan,jo,Kitchen sink,7433.1552459999975,0.42369837
267,267,37969,5d4be98fcf0b3a0f3f348d8e,Jordan,jo,Social drink,7433.1552459999975,0.2631574
